Auction_key,Auction_class,Bid_class,Claim_price,Appraisal_company,Appraisal_date,Auction_count,Auction_miscarriage_count,Total_land_gross_area,Total_land_real_area,Total_land_auction_area,Total_building_area,Total_building_auction_area,Total_appraisal_price,Minimum_sales_price,First_auction_date,Final_auction_date,Final_result,Creditor,addr_do,addr_si,addr_dong,addr_li,addr_san,addr_bunji1,addr_bunji2,addr_etc,Apartment_usage,Preserve_regist_date,Total_floor,Current_floor,Specific,Share_auction_YorN,road_name,road_bunji1,road_bunji2,Close_date,Close_result,point.y,point.x,Hammer_price
56,임의,일반,4.84836166,지녕감정,2015-07-03 00:00:00,2,1,3989.0,19.64,19.64,120.17,120.17,10.0,8.0,2015-12-23 00:00:00,2016-04-06 00:00:00,낙찰,국민은행,서울,동작구,사당동,,N,147.0,29.0,",-115 이수자이 24층 102-2402호",Apartment & Stores,2011-02-14 00:00:00,24,24,,N,사당로,300.0,,2016-06-14 00:00:00,배당,37.48444979999999,126.98047930000001,8.0
992,임의,일반,3.06394615,서초감정,2015-12-04 00:00:00,2,1,19065.5,61.23,61.23,124.62,124.62,8.05,6.44,2016-05-31 00:00:00,2016-07-05 00:00:00,낙찰,삼성화재해상보험,서울,영등포구,당산동4가,,N,96.0,,반도유보라팰리스 106동 12층 1202호,Apartment,2010-03-31 00:00:00,21,12,,N,국회대로,597.0,,2016-09-06 00:00:00,배당,37.527235600000004,126.90146940000001,7.5999
1360,강제,일반,4.85079895,매일감정,2015-11-17 00:00:00,1,0,65069.7,32.83,32.83,49.75,49.75,2.44,2.44,2016-06-27 00:00:00,2016-06-27 00:00:00,낙찰,장안시영2단지2차주택재건축정비사업조합,서울,노원구,하계동,,N,273.0,,장미 613동 13층 1302호,Apartment,1990-02-28 00:00:00,15,13,,N,섬밭로,196.0,,2016-09-30 00:00:00,배당,37.633828799999996,127.06791509999998,2.4419
656,임의,일반,2.12988526,성림감정,2012-09-01 00:00:00,5,3,496.0,21.68,21.68,96.84,96.84,3.25,1.6640000000000001,2015-12-22 00:00:00,2016-06-21 00:00:00,낙찰,영등포농협,서울,서대문구,홍은동,,N,277.0,148.0,교수 2층 202호,Apartment,2006-08-30 00:00:00,7,2,,N,모래내로17길,65.0,16.0,2016-09-06 00:00:00,배당,37.5824255,126.93420060000001,2.288888
187,강제,일반,2.08986301,경일감정,2016-04-27 00:00:00,2,1,38256.0,49.36,49.36,84.88,84.88,7.3,5.84,2017-02-14 00:00:00,2017-03-21 00:00:00,낙찰,흥국화재해상보험,서울,서초구,양재동,,N,154.0,2.0,외25 우성 101동 6층 606호,Apartment,1991-12-30 00:00:00,15,6,,N,바우뫼로,91.0,,2017-05-26 00:00:00,배당,37.476638799999996,127.02950159999999,7.800777
1067,임의,일반,0.0,써브감정,2016-06-24 00:00:00,1,0,146538.1,92.1,92.1,95.03,95.03,9.8,9.8,2016-11-15 00:00:00,2016-11-15 00:00:00,낙찰,서울보증보험,서울,양천구,목동,,N,903.0,,목동신시가지 319동 5층 502호,Apartment,1986-10-18 00:00:00,5,5,,N,목동서로,100.0,,2017-02-09 00:00:00,배당,37.533949,126.87309509999999,10.4688
418,임의,일반,6.12867533,현대기업감정,2015-04-15 00:00:00,3,2,699.1,57.26,57.26,171.66,171.66,8.57,5.4848,2015-12-28 00:00:00,2016-04-25 00:00:00,낙찰,우리은행,서울,광진구,구의동,,N,254.0,123.0,대영(헤스티아1동) 6층 601호,Apartment,2004-08-12 00:00:00,7,6,,N,자양로,159.0,,2016-06-17 00:00:00,배당,37.5419458,127.08361029999999,6.2
68,임의,일반,8.45,계산감정,2015-07-28 00:00:00,1,0,37361.7,67.48,67.48,103.09,103.09,8.3,8.3,2016-02-25 00:00:00,2016-05-12 00:00:00,낙찰,Private,서울,서초구,방배동,,N,1028.0,1.0,",-2 경남 8동 3층 309호",Apartment,1980-05-31 00:00:00,10,3,,N,방배로,21.0,,2016-07-14 00:00:00,배당,37.4765871,126.99974850000001,8.78999
587,임의,일반,0.72,가화감정,2017-01-12 00:00:00,2,1,2105.0,31.48,31.48,163.44,163.44,11.37,9.096,2017-10-23 00:00:00,2017-11-27 00:00:00,낙찰,Private,서울,송파구,송파동,,N,58.0,1.0,잠실대우레이크월드 12층 1303호,Apartment & Stores,2002-12-10 00:00:00,28,12,,N,석촌호수로,298.0,,2018-02-07 00:00:00,배당,37.511592799999995,127.1082206,9.2201
907,임의,일반,0.1025,신상민감정,2012-07-27 00:00:00,4,3,16770.6,34.68,10.4,84.77,25.43,1.62,0.82944,2015-11-04 00:00:00,2016-04-05 00:00:00,낙찰,Private,서울,양천구,신정동,,N,1278.0,,목동삼성 103동 3층 304호,Apartment,1996-11-12 00:00:00,22,3,,Y,신목로,7.0,,2016-06-08 00:00:00,배당,37.5160153,126.87621840000001,0.8408969999999999
679,임의,일반,1.9371665,명문감정,2015-07-14 00:00:00,2,1,269.0,35.3,35.3,60.29,60.29,3.43,2.7439999999999998,2016-04-19 00:00:00,2016-05-24 00:00:00,낙찰,신림서부(새),서울,마포구,신수동,,N,91.0,511.0,",-559,-370 신수동자이언트 4층 402호",Apartment,2011-11-25 00:00:00,7,4,,N,신수로,89.0,,2016-07-27 00:00:00,배당,37.54971670000001,126.9352558,3.285
879,임의,일반,3.60470679,써브감정,2017-03-24 00:00:00,1,0,1944.8,42.28,42.28,84.6,84.6,4.0,4.0,2017-08-08 00:00:00,2017-08-08 00:00:00,낙찰,근해안강망수협,서울,서대문구,충정로3가,,N,477.0,,충림예하임 1층 102호,Apartment,2010-12-20 00:00:00,8,1,,N,충정로5길,27.0,,2017-09-28 00:00:00,배당,37.5626557,126.9627801,4.025
1546,임의,일반,1.76838333,인헌감정,2016-11-09 00:00:00,2,1,13142.8,45.63,45.63,84.94,84.94,4.75,3.8,2017-02-06 00:00:00,2017-03-06 00:00:00,낙찰,국민은행,서울,도봉구,방학동,,N,715.0,12.0,방학동삼성래미안 205동 10층 1003호,Apartment,2002-11-19 00:00:00,17,10,,N,도봉로150길,42.0,,2017-05-23 00:00:00,배당,37.6651129,127.04583819999999,4.512502
1589,임의,일반,1.312838,지평감정,2016-04-08 00:00:00,1,0,0.0,0.0,0.0,84.98,84.98,4.24,4.24,2016-09-26 00:00:00,2016-09-26 00:00:00,낙찰,코오롱글로벌,서울,도봉구,쌍문동,,N,364.0,1.0,외58 북한산코오롱하늘채 103동 3층 301호,Apartment,2014-07-07 00:00:00,18,3,,N,0,,,2016-12-14 00:00:00,배당,37.647886,127.0240713,4.2432
1206,임의,일반,2.4,우솔감정,2017-01-25 00:00:00,2,1,400.4,46.92,46.92,105.96,105.96,3.66,2.928,2017-05-24 00:00:00,2017-07-04 00:00:00,낙찰,우리은행,서울,강서구,화곡동,,N,1061.0,34.0,",-35 다울 4층 402호",Apartment,2002-10-31 00:00:00,6,4,,N,화곡로27가길,29.0,,2017-09-01 00:00:00,배당,37.5432044,126.8418522,3.4435
1472,임의,일반,1.4,화신감정,2016-05-21 00:00:00,2,1,37053.4,26.27,26.27,84.72,84.72,4.1,3.28,2016-08-29 00:00:00,2016-10-10 00:00:00,낙찰,Private,서울,성북구,종암동,,N,104.0,1.0,종암에스케이 105동 16층 1604호,Apartment,1999-05-24 00:00:00,27,16,,N,종암로24가길,53.0,,2016-12-20 00:00:00,배당,37.6010883,127.0369642,3.92
178,강제,일반,0.21910199,해솔감정,2016-03-02 00:00:00,2,1,91375.2,54.67,54.67,123.29,123.29,4.8,3.84,2016-07-14 00:00:00,2016-08-25 00:00:00,낙찰,Private,서울,관악구,봉천동,,N,1000.0,,",-5,1001,-2,상도동 407,-2,-5 현대 123동 1층 103호",Apartment,1993-02-13 00:00:00,15,1,,N,관악로40길,60.0,,2016-11-10 00:00:00,배당,37.492039299999995,126.95835259999998,4.525
387,임의,일반,1.0595751,현산감정,2017-06-21 00:00:00,1,0,13195.0,22.59,22.59,84.96,84.96,5.04,5.04,2017-11-14 00:00:00,2017-11-14 00:00:00,낙찰,신용보증기금,서울,동작구,대방동,,N,502.0,,대방동현대 102동 19층 1901호,Apartment,1995-01-05 00:00:00,23,19,,N,등용로,127.0,,2018-02-23 00:00:00,배당,37.5126841,126.930815,5.2999
1542,임의,일반,4.92919204,삼성감정,2016-10-25 00:00:00,2,1,37896.7,37.86,37.86,114.35,114.35,4.1,3.28,2017-03-13 00:00:00,2017-04-10 00:00:00,낙찰,우리은행,서울,동대문구,이문동,,N,64.0,,",-9,-10,-11 쌍용 105동 2층 203호",Apartment,2001-10-25 00:00:00,25,2,,N,한천로58길,47.0,,2017-06-28 00:00:00,배당,37.5998594,127.06883629999999,3.905111
424,임의,일반,1.6072135,세종감정,2015-06-23 00:00:00,1,0,11915.3,36.92,36.92,84.02,84.02,5.44,5.44,2016-04-04 00:00:00,2016-04-04 00:00:00,낙찰,성동(새),서울,성동구,성수동1가,,N,656.0,234.0,",-254 대림로즈빌 101동 3층 304호",Apartment,2000-11-30 00:00:00,13,3,,N,뚝섬로,311.0,,2016-07-01 00:00:00,배당,37.5421369,127.0452696,5.88699
604,강제,일반,0.10543082,현감정,2017-01-19 00:00:00,2,1,55641.4,21.07,21.07,59.92,59.92,5.13,4.104,2017-05-29 00:00:00,2017-07-03 00:00:00,낙찰,Private,서울,송파구,가락동,,N,140.0,,가락쌍용 202동 4층 403호,Apartment,1997-04-15 00:00:00,23,4,,N,동남로,193.0,,2017-09-13 00:00:00,배당,37.4954185,127.1285511,5.45
581,임의,일반,1.61,남일감정,2016-12-21 00:00:00,1,0,8730.8,42.38,42.38,84.98,84.98,7.0,7.0,2017-09-11 00:00:00,2017-09-11 00:00:00,낙찰,Private,서울,송파구,가락동,,N,478.0,,송파동부센트레빌 103동 15층 1506호,Apartment,2005-01-24 00:00:00,15,15,,N,송파대로37길,29.0,,2017-11-15 00:00:00,배당,37.5004979,127.1091818,7.2611
235,강제,일반,30.0,가람감정,2016-08-09 00:00:00,3,2,11430.3,70.99,70.99,158.24,158.24,12.65,8.096,2016-12-28 00:00:00,2017-03-07 00:00:00,낙찰,한국기업투자,서울,서초구,서초동,,N,1467.0,62.0,서초5차대림이-편한세상 501동 1층 103호,Apartment,2006-01-05 00:00:00,15,1,,N,명달로4길,30.0,,2017-05-26 00:00:00,배당,37.479763500000004,127.00729840000001,11.20099
1100,임의,일반,3.15396048,신명감정,2016-08-08 00:00:00,2,1,32114.8,37.5,37.5,89.98,89.98,5.49,4.3919999999999995,2017-01-03 00:00:00,2017-02-07 00:00:00,낙찰,농협은행,서울,강서구,등촌동,,N,694.0,,등촌대림 107동 13층 1304호,Apartment,1995-08-16 00:00:00,20,13,,N,공항대로39길,100.0,,2017-04-27 00:00:00,배당,37.562343299999995,126.8465888,5.3779900000000005
1462,임의,일반,4.31830527,화신감정,2017-10-24 00:00:00,1,0,113219.5,45.76,45.76,84.99,84.99,7.4,7.4,2018-03-26 00:00:00,2018-03-26 00:00:00,낙찰,국민은행,서울,동대문구,답십리동,,N,1003.0,,",1004 래미안위브 311동 15층 1506호",Apartment,2016-02-19 00:00:00,15,15,,N,답십리로,130.0,,2018-05-10 00:00:00,배당,37.5720169,127.0537794,8.835999000000003
611,임의,일반,5.0,온누리감정,2017-02-22 00:00:00,2,1,1723.1,46.74,46.74,143.8,143.8,9.4,7.52,2017-11-27 00:00:00,2018-01-15 00:00:00,낙찰,한화저축은행,서울,송파구,잠실동,,N,250.0,5.0,파크인-수 9층 902호,Apartment & Stores,2010-04-06 00:00:00,16,9,,N,백제고분로,187.0,,2018-03-27 00:00:00,배당,37.5047617,127.08777109999998,9.61863
1556,임의,일반,1.73155483,삼성감정,2016-12-06 00:00:00,1,0,1389.0,45.77,45.77,83.24,83.24,3.36,3.36,2017-05-08 00:00:00,2018-01-29 00:00:00,낙찰,흥국생명보험,서울,노원구,상계동,,N,1303.0,,문수해오름 10층 1005호,Apartment,2003-06-24 00:00:00,11,10,,N,노원로26나길,20.0,,2018-04-24 00:00:00,배당,37.6538914,127.07036570000001,3.3710000000000004
1578,임의,일반,1.86409388,한감정,2016-02-04 00:00:00,1,0,139661.7,45.3,45.3,68.99,68.99,2.78,2.78,2016-05-30 00:00:00,2016-05-30 00:00:00,낙찰,중소기업은행,서울,노원구,상계동,,N,639.0,,",685 보람 205동 1층 103호",Apartment,1988-07-25 00:00:00,15,1,,N,한글비석로,480.0,,2016-07-29 00:00:00,배당,37.6664156,127.0650033,2.78001
524,임의,일반,1.0,동부감정,2016-05-26 00:00:00,2,1,1390.0,34.35,34.35,82.0,82.0,4.38,3.5039999999999996,2017-04-17 00:00:00,2017-05-22 00:00:00,낙찰,동양생명보험,서울,강동구,성내동,,N,13.0,15.0,동남드림빌 2층 204호,Apartment & Stores,2006-07-21 00:00:00,11,2,,N,천호대로,1044.0,12.0,2017-08-23 00:00:00,배당,37.53657860000001,127.1277678,4.280099
672,임의,일반,4.284,리파인감정,2015-06-08 00:00:00,3,2,0.0,0.0,0.0,220.96,220.96,6.02,3.8528,2015-11-17 00:00:00,2016-04-12 00:00:00,낙찰,우리은행,서울,서대문구,홍은동,,N,48.0,,유진맨션A 84동 2층 204호,Apartment & Stores,1971-12-29 00:00:00,5,2,,N,홍은중앙로,13.0,,2016-06-08 00:00:00,배당,37.5925643,126.94393659999999,4.2
677,임의,일반,2.3170193,강남감정,2015-06-26 00:00:00,1,0,7833.4,58.1,58.1,124.8,124.8,3.23,3.23,2016-10-11 00:00:00,2016-10-11 00:00:00,낙찰,농협은행,서울,은평구,구산동,,N,162.0,1.0,경향파크 1동 9층 904호,Apartment,1989-12-08 00:00:00,11,9,,N,갈현로15길,53.0,,2016-12-14 00:00:00,배당,37.610394799999995,126.90594890000001,3.36100001
1595,강제,일반,0.08205383,동인감정,2016-05-04 00:00:00,1,0,81120.1,31.97,31.97,49.85,49.85,2.6,2.6,2016-08-29 00:00:00,2016-08-29 00:00:00,낙찰,신한카드,서울,노원구,중계동,,N,502.0,1.0,중계그린 104동 12층 1204호,Apartment,1990-09-28 00:00:00,15,12,,N,동일로207길,18.0,,2016-11-08 00:00:00,배당,37.644640700000004,127.06315729999999,2.6351
368,임의,일반,6.8,승현감정,2017-01-16 00:00:00,2,1,844.3,84.43,84.43,227.97,227.97,11.5,9.2,2017-05-23 00:00:00,2017-06-20 00:00:00,낙찰,중소기업은행,서울,서초구,방배동,,N,980.0,45.0,청암빌라트 8층 801호,Apartment,1992-09-17 00:00:00,10,8,,N,효령로,65.0,,2017-08-22 00:00:00,배당,37.4797511,126.99139299999999,9.515
416,임의,일반,1.05176527,인서감정,2015-04-15 00:00:00,1,0,26443.2,45.42,45.42,116.22,116.22,6.76,6.76,2017-03-06 00:00:00,2017-03-06 00:00:00,낙찰,현대저축은행,서울,성동구,성수동2가,,N,834.0,,성수동아이파크 108동 5층 502호,Apartment,2003-10-08 00:00:00,25,5,,N,성수이로,137.0,,2017-05-10 00:00:00,배당,37.5474584,127.0566101,6.7845
1009,임의,일반,9.1644,최연순감정,2016-01-12 00:00:00,1,0,215214.2,67.34,67.34,83.89,83.89,7.38,7.38,2016-06-14 00:00:00,2016-06-14 00:00:00,낙찰,우리은행,서울,양천구,신정동,,N,329.0,,",330,331,332 목동신시가지 1424동 8층 801호",Apartment,1988-11-05 00:00:00,20,8,,N,목동동로,130.0,,2016-08-31 00:00:00,배당,37.5161685,126.8704545,7.60999999
429,임의,일반,3.39130602,Capital감정,2015-07-23 00:00:00,3,2,607.4,43.74,43.74,117.92,117.92,5.72,3.6608,2016-06-27 00:00:00,2017-05-08 00:00:00,낙찰,제이비우리캐피탈,서울,강동구,천호동,,N,437.0,22.0,",366 다성이즈빌 5층 502호",Apartment,2004-03-26 00:00:00,7,5,,N,올림픽로78길,15.0,8.0,2017-07-19 00:00:00,배당,37.5423557,127.12632260000001,4.86219
84,강제,일반,0.45,정원감정,2015-09-23 00:00:00,2,1,138750.3,27.59,27.59,59.98,59.98,9.2,7.36,2016-06-01 00:00:00,2016-07-06 00:00:00,낙찰,Private,서울,강남구,도곡동,,N,527.0,,",-2,528,529,530 도곡렉슬 104동 24층 2401호",Apartment,2006-03-28 00:00:00,24,24,,N,선릉로,221.0,,2016-09-29 00:00:00,배당,37.493643799999994,127.0506878,8.58079747
1690,임의,일반,1.19004931,한국씨티감정,2017-06-07 00:00:00,2,1,1452.0,74.68,74.68,169.55,169.55,5.7,4.56,2017-09-18 00:00:00,2017-11-13 00:00:00,낙찰,Private,서울,도봉구,쌍문동,,N,159.0,,대우파크빌 3층 301호,Apartment,1999-03-31 00:00:00,10,3,,N,시루봉로2길,80.0,,2018-01-25 00:00:00,배당,37.655394,127.032351,4.62
1500,임의,일반,2.66490065,삼창감정,2016-07-11 00:00:00,2,1,18602.2,32.58,32.58,84.9,84.9,4.36,3.488,2016-10-17 00:00:00,2016-11-21 00:00:00,낙찰,신한생명보험,서울,노원구,공릉동,,N,747.0,,공릉동두산힐스빌 102동 13층 1301호,Apartment,2000-12-15 00:00:00,22,13,,N,공릉로,126.0,,2017-01-23 00:00:00,배당,37.62101550000001,127.0797587,4.2166
1523,강제,일반,1.76,율감정,2016-08-20 00:00:00,3,2,483.6,54.16,54.16,96.14,96.14,3.0,1.92,2016-12-19 00:00:00,2017-03-06 00:00:00,낙찰,Private,서울,노원구,공릉동,,N,684.0,22.0,남광 4층 402호,Apartment,2004-06-07 00:00:00,5,4,,N,화랑로,415.0,5.0,2017-05-23 00:00:00,배당,37.6173429,127.07336740000001,2.36
1744,임의,일반,2.63845836,한감정,2017-02-16 00:00:00,1,0,85445.5,33.14,33.14,84.45,84.45,4.6,4.6,2017-06-19 00:00:00,2017-10-30 00:00:00,낙찰,지인베스트대부,서울,도봉구,창동,,N,825.0,,북한산아이파크 521동 2층 203호,Apartment,2004-09-17 00:00:00,24,2,,N,도봉로136길,28.0,,2018-01-31 00:00:00,배당,37.6579079,127.04373659999999,4.85675
1203,임의,일반,2.14926047,동우감정,2016-12-13 00:00:00,2,1,7927.6,40.95,40.95,84.68,84.68,3.72,2.9760000000000004,2017-04-25 00:00:00,2017-05-31 00:00:00,낙찰,한국주택금융공사,서울,강서구,방화동,,N,858.0,,",-1 삼성꽃마을 102동 13층 1304호",Apartment,1997-11-22 00:00:00,13,13,,N,양천로18길,27.0,,2017-08-08 00:00:00,배당,37.57239179999999,126.8134094,3.63015
1616,임의,일반,3.77535957,컬럼비아감정,2016-09-02 00:00:00,2,1,13048.2,23.6,23.6,84.87,84.87,3.9,3.12,2017-01-16 00:00:00,2017-03-27 00:00:00,낙찰,대신저축은행,서울,중랑구,면목동,,N,1522.0,,",-1 면목두산 502동 9층 901호",Apartment,2000-11-27 00:00:00,9,9,,N,면목로35길,63.0,,2017-05-26 00:00:00,배당,37.578877399999996,127.082278,3.8151
685,임의,일반,2.5385482,명문감정,2015-08-17 00:00:00,2,1,133.6,13.36,13.36,46.28,46.28,3.49,2.792,2016-07-26 00:00:00,2016-08-30 00:00:00,낙찰,하나은행,서울,용산구,이촌동,,N,203.0,65.0,강일 4층 1호,Apartment & Stores,2009-01-14 00:00:00,4,4,,N,이촌로18길,21.0,39.0,2016-11-03 00:00:00,배당,37.525622399999996,126.9552095,2.902
1078,임의,일반,6.88876347,서초감정,2016-06-29 00:00:00,1,0,175926.3,96.95,96.95,105.58,105.58,8.9,8.9,2017-06-07 00:00:00,2017-09-05 00:00:00,낙찰,하나은행,서울,양천구,신정동,,N,310.0,,",-2,311 목동신시가지 1023동 2층 201호",Apartment,1987-07-31 00:00:00,15,2,,N,목동서로,400.0,,2017-11-29 00:00:00,배당,37.517957700000004,126.8555701,9.5
532,임의,일반,0.20453207,가화감정,2016-06-29 00:00:00,1,0,15688.7,28.22,28.22,49.8,49.8,3.6,3.6,2016-11-28 00:00:00,2016-11-28 00:00:00,낙찰,신한은행,서울,송파구,거여동,,N,293.0,,거여4단지 405동 10층 1002호,Apartment,1997-09-29 00:00:00,12,10,,N,양산로4길,8.0,,2017-02-10 00:00:00,배당,37.4892212,127.14384890000001,3.82
201,임의,일반,2.13270459,현대기업감정,2016-05-11 00:00:00,2,1,91375.2,30.07,30.07,58.59,58.59,3.15,2.52,2016-09-08 00:00:00,2016-12-22 00:00:00,낙찰,모아저축은행,서울,관악구,봉천동,,N,1001.0,,",-2, 1000,-5, 상도동 407,-2,-5 현대 119동 10층 1011호",Apartment,1993-02-13 00:00:00,15,10,,N,관악로40길,60.0,,2017-03-02 00:00:00,배당,37.492000299999994,126.96046329999999,3.0649990000000003
739,임의,일반,4.80201339,가화감정,2015-07-08 00:00:00,3,2,0.0,0.0,0.0,167.69,167.69,8.9,5.696000000000001,2016-07-05 00:00:00,2016-09-13 00:00:00,낙찰,국민은행,서울,은평구,진관동,,N,10.0,,상림마을 은평뉴타운 735동 9층 901호,Apartment,2008-06-25 00:00:00,15,9,,N,진관4로,48.0,51.0,2016-11-24 00:00:00,배당,37.642421899999995,126.930885,6.4010050000000005
1018,임의,일반,6.4032,신상민감정,2015-11-02 00:00:00,2,1,8586.2,34.88,34.88,84.82,84.82,4.3,3.44,2016-03-08 00:00:00,2016-05-17 00:00:00,낙찰,신용보증기금,서울,구로구,신도림동,,N,639.0,,우성 201동 4층 406호,Apartment,1996-12-28 00:00:00,15,4,,N,신도림로,105.0,,2016-08-09 00:00:00,배당,37.5122719,126.8855702,4.1386
392,임의,일반,8.72493111,시대감정,2017-07-04 00:00:00,1,0,6393.5,27.96,27.96,149.23,149.23,11.8,11.8,2018-02-06 00:00:00,2018-02-06 00:00:00,낙찰,중소기업은행,서울,서초구,방배동,,N,752.0,36.0,방배아크로리버 101동 3층 302호,Apartment & Stores,2004-12-29 00:00:00,25,3,,N,방배중앙로,207.0,10.0,2018-04-06 00:00:00,배당,37.497831299999994,126.9844585,13.0389
69,임의,일반,7.0,통일감정,2015-07-28 00:00:00,2,1,6382.2,77.22,77.22,208.63,208.63,15.1,12.08,2016-03-10 00:00:00,2016-04-14 00:00:00,낙찰,Private,서울,서초구,서초동,,N,1642.0,14.0,서초롯데캐슬 102동 1401호,Apartment,2001-04-26 00:00:00,16,0,,N,사임당로17길,90.0,,2016-06-17 00:00:00,배당,37.4924864,127.01825579999999,14.85001
1361,강제,일반,0.05635068,한울감정,2016-06-13 00:00:00,2,1,736.0,4.28,0.48,64.93,7.21,0.166,0.1328,2017-11-06 00:00:00,2017-12-04 00:00:00,낙찰,Private,서울,동대문구,휘경동,,N,43.0,66.0,4층 가호,Apartment,1972-04-12 00:00:00,5,4,,Y,한천로47길,23.0,,2018-02-07 00:00:00,배당,37.5841957,127.0666142,0.13305
1543,임의,일반,1.00534019,삼창감정,2016-10-24 00:00:00,2,1,81120.1,31.74,31.74,49.5,49.5,2.52,2.016,2017-03-13 00:00:00,2017-04-10 00:00:00,낙찰,한국주택금융공사,서울,노원구,중계동,,N,503.0,,중계그린 113동 1층 104호,Apartment,1992-11-16 00:00:00,15,1,,N,동일로207길,17.0,,2017-06-28 00:00:00,배당,37.6420263,127.0641136,2.5452
21,임의,일반,4.36697291,서울감정,2014-10-23 00:00:00,2,1,5088.9,20.07,20.07,145.79,145.79,12.6,10.08,2016-06-16 00:00:00,2016-07-21 00:00:00,낙찰,신한은행,서울,중구,회현동1가,,N,206.0,,리더스뷰남산 26층 윌로우2601호,Apartment & Stores,2010-01-25 00:00:00,30,26,,N,퇴계로,72.0,,2016-08-25 00:00:00,배당,37.5590677,126.9805866,11.23
487,임의,일반,6.64,현대기업감정,2015-10-09 00:00:00,1,0,150068.1,73.61,73.61,140.69,140.69,10.4,10.4,2018-01-22 00:00:00,2018-01-22 00:00:00,낙찰,중소기업은행,서울,송파구,신천동,,N,7.0,,장미 8동 4층 408호,Apartment,1979-08-01 00:00:00,14,4,,N,올림픽로35길,104.0,,2018-03-14 00:00:00,배당,37.519587,127.0994131,17.1782
280,강제,일반,0.08204709,정원감정,2017-01-09 00:00:00,2,1,4441.3,18.77,18.77,59.92,59.92,3.85,3.08,2017-05-25 00:00:00,2017-06-29 00:00:00,낙찰,우리은행,서울,관악구,봉천동,,N,1729.0,,서희스타힐스 101동 4층 409호,Apartment,2015-11-12 00:00:00,15,4,,N,청림3길,10.0,,2017-09-05 00:00:00,배당,37.48865120000001,126.95944170000001,3.65751
125,임의,일반,2.76,진아감정,2015-12-31 00:00:00,1,0,44338.5,39.96,39.96,79.11,79.11,3.94,3.94,2016-06-16 00:00:00,2016-07-21 00:00:00,낙찰,서울축협,서울,중구,신당동,,N,840.0,,현대 10동 5층 505호,Apartment,1996-02-08 00:00:00,15,5,,N,다산로36길,109.0,,2016-10-06 00:00:00,배당,37.5600029,127.0216506,4.14289
530,임의,일반,14.12534411,온누리감정,2016-06-17 00:00:00,2,1,61365.2,89.25,89.25,177.99,177.99,10.0,8.0,2016-12-19 00:00:00,2017-04-10 00:00:00,낙찰,동수원신협,서울,강동구,고덕동,,N,499.0,,고덕아이파크 108동 1층 103호,Apartment,2012-01-19 00:00:00,20,1,,N,동남로79길,26.0,,2017-06-28 00:00:00,배당,37.55885870000001,127.15500149999998,9.147
624,임의,일반,19.53129247,정안감정,2017-05-04 00:00:00,2,1,22158.2,39.68,39.68,212.35,212.35,22.1,17.68,2018-01-29 00:00:00,2018-03-05 00:00:00,낙찰,수협은행,서울,송파구,신천동,,N,7.0,18.0,롯데캐슬골드 31층 102-3104호,Apartment & Stores,2005-12-29 00:00:00,37,31,,N,올림픽로,269.0,,2018-04-25 00:00:00,배당,37.514309999999995,127.1007226,20.21
959,임의,개별,0.32027257,인헌감정,2015-09-03 00:00:00,3,2,73.0,14.6,2.43,44.97,7.5,0.17,0.1088,2017-01-04 00:00:00,2017-03-21 00:00:00,낙찰,신용보증기금,서울,구로구,구로동,,N,771.0,28.0,1층 101호,Apartment,1998-05-13 00:00:00,5,1,,Y,구로동로18길,61.0,3.0,2017-05-30 00:00:00,배당,37.4873296,126.887845,0.11001123
229,임의,일반,1.32150373,경일감정,2016-07-19 00:00:00,2,1,4093.0,34.1,34.1,55.21,55.21,2.53,2.024,2016-11-15 00:00:00,2016-12-20 00:00:00,낙찰,국민은행,서울,관악구,신림동,,N,10.0,10.0,신안 4동 3층 304호,Apartment,1978-12-30 00:00:00,5,3,,N,신림로58길,62.0,5.0,2017-02-22 00:00:00,배당,37.481862899999996,126.9335784,2.252
41,임의,일반,36.64377471,진아감정,2015-04-22 00:00:00,2,1,32259.0,82.53,82.53,195.39,195.39,35.5,28.4,2016-01-26 00:00:00,2016-04-19 00:00:00,낙찰,오에스비저축은행,서울,강남구,삼성동,,N,87.0,,아이파크 이스트윙동 8층 801호,Apartment,2004-05-17 00:00:00,39,8,,N,영동대로,640.0,,2016-07-26 00:00:00,배당,37.5180503,127.05920929999999,32.05
1339,강제,일반,0.35441090000000003,한미감정,2015-10-10 00:00:00,3,2,22257.6,46.34,46.34,84.91,84.91,5.04,3.2256,2017-06-12 00:00:00,2017-08-28 00:00:00,낙찰,Private,서울,동대문구,답십리동,,N,998.0,,두산위브 103동 14층 1401호,Apartment,2007-06-14 00:00:00,20,14,,N,황물로15길,25.0,,2017-10-31 00:00:00,배당,37.5663332,127.05787420000001,4.2897
855,임의,일반,2.8,동우감정,2016-02-15 00:00:00,2,1,41403.1,61.98,61.98,114.9,114.9,5.71,4.5680000000000005,2016-10-18 00:00:00,2016-11-22 00:00:00,낙찰,중소기업은행,서울,은평구,응암동,,N,760.0,,",-1 백련산힐스테이트2차 206동 14층 1401호",Apartment,2015-12-09 00:00:00,15,14,,N,백련산로,38.0,,2017-01-17 00:00:00,배당,37.591237400000004,126.9237041,5.6389
